mintel_index,mintel_company,ultimate_company,compustat_conm,cosine_score,entityOne,entityTwo,Answer,Explanation
299,Make-Up Art Cosmetics,Este Lauder,ESTEE LAUDER COMPANIES INC,0.6343972975218172,Make-Up Art Cosmetics | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Estee Lauder Companies Inc. is the parent company of Make-Up Art Cosmetics (MAC), indicating a brand ownership relationship."
300,Sunfresh,Associated Wholesale Grocers,KROGER CO,0.4920078265528474,Sunfresh | Associated Wholesale Grocers,KROGER CO,No,"Sunfresh is a banner under Associated Wholesale Grocers, an independent grocery wholesaler. Kroger Co is a separate retail company with its own set of supermarkets and brands."
301,Midwestern Home,Midwestern Home,ARCHER-DANIELS-MIDLAND CO,0.3084264020979018,Midwestern Home | Midwestern Home,ARCHER-DANIELS-MIDLAND CO,No,"Midwestern Home does not appear to have a direct relation to ARCHER-DANIELS-MIDLAND CO, which is primarily a multinational food processing and commodities trading corporation."
302,Feodora Chocolate,Feodora Chocolate,HERSHEY CO,0.4471447265673286,Feodora Chocolate | Feodora Chocolate,HERSHEY CO,No,"Feodora Chocolate is a German luxury chocolate brand, not affiliated with The Hershey Company, which is a major American chocolate maker."
303,Old Navy Supply,Old Navy Supply,GAP INC,0.4682639339421534,Old Navy Supply | Old Navy Supply,GAP INC,Yes,"Old Navy is a subsidiary of Gap Inc., making them part of the same corporate structure."
304,Rubbermaid,Rubbermaid,NEWELL BRANDS INC,0.4087025115287001,Rubbermaid | Rubbermaid,NEWELL BRANDS INC,Yes,"Rubbermaid is a brand owned by Newell Brands Inc., which is the parent company."
305,Saputo Bakery,Saputo Group,SAPUTO INC,0.6507330185342312,Saputo Bakery | Saputo Group,SAPUTO INC,Yes,"Saputo Bakery is a subsidiary or brand within Saputo Group, and both are part of Saputo Inc., a large dairy and food company."
306,On.Cor Frozen Foods,On.Cor Frozen Foods,CONAGRA BRANDS INC,0.469971844700092,On.Cor Frozen Foods | On.Cor Frozen Foods,CONAGRA BRANDS INC,Yes,"On.Cor Frozen Foods is owned by Conagra Brands Inc., which is a parent company to various frozen food brands."
307,Smucker Foods,J.M. Smucker,SMUCKER (JM) CO,0.7501589474004527,Smucker Foods | J.M. Smucker,SMUCKER (JM) CO,Yes,"Smucker Foods is a part of The J.M. Smucker Company, and 'SMUCKER (JM) CO' is a variation of the J.M. Smucker Company name, indicating they are the same overarching company."
308,La Maison Alexis de Portneuf,La Maison Alexis de Portneuf,SANOFI,0.3091437779079095,La Maison Alexis de Portneuf | La Maison Alexis de Portneuf,SANOFI,No,"La Maison Alexis de Portneuf is a brand known for cheese products, while Sanofi is a global pharmaceutical company. They operate in different industries and there is no direct brand or ownership relationship between them."
309,Novartis Animal Health,Novartis,NOVARTIS AG,0.6621627430915639,Novartis Animal Health | Novartis,NOVARTIS AG,Yes,"Novartis Animal Health is a division of Novartis, which is part of the larger corporate structure of NOVARTIS AG."
310,Global Sourcing,Global Sourcing,SYSCO CORP,0.3243131382951788,Global Sourcing | Global Sourcing,SYSCO CORP,No,There is no publicly known brand or subsidiary relationship between Global Sourcing and SYSCO CORP.
311,Brooks/Eckerd Pharmacy,Rite Aid,RITE AID CORP,0.6125516231776164,Brooks/Eckerd Pharmacy | Rite Aid,RITE AID CORP,Yes,"Brooks/Eckerd Pharmacy was a chain acquired by Rite Aid, making it part of Rite Aid Corporation."
312,Lincoln Snacks Company,Lincoln Snacks Company,MONDELEZ INTERNATIONAL INC,0.4295460661652467,Lincoln Snacks Company | Lincoln Snacks Company,MONDELEZ INTERNATIONAL INC,Yes,"Lincoln Snacks Company is a brand under Mondelez International Inc. Mondelez is a large corporation that owns various snack and food brands, including those like Lincoln Snacks."
313,Macy's,Macy's,MACY'S INC,0.7400131159008784,Macy's | Macy's,MACY'S INC,Yes,"MACY'S INC is the parent company of the retail brand Macy's, indicating a parent-brand relationship."
314,Michelina's,Michelina's,CONAGRA BRANDS INC,0.3810169424861524,Michelina's | Michelina's,CONAGRA BRANDS INC,No,"Michelina's is a brand owned by Bellisio Foods, which is not directly owned by Conagra Brands Inc. Conagra owns other food brands, but Michelina's is not one of them."
315,Kemps,Kemps,CAMPBELL SOUP CO,0.4059592542100331,Kemps | Kemps,CAMPBELL SOUP CO,No,"Kemps is a dairy company, while Campbell Soup Co is known for its soups and related products; they are distinct companies with no known parent-subsidiary or brand relationship."
316,William Nielson,William Nielson,NIOCORP DEVELOPMENTS LTD,0.3369375621191342,William Nielson | William Nielson,NIOCORP DEVELOPMENTS LTD,No,William Nielson appears to be an individual's name and doesn't directly indicate a corporate or brand relationship with the company NIOCORP DEVELOPMENTS LTD.
317,Cangro Vegetables,Cangro Vegetables,CONAGRA BRANDS INC,0.4018236029787618,Cangro Vegetables | Cangro Vegetables,CONAGRA BRANDS INC,Yes,"Cangro Vegetables is a brand owned by ConAgra Brands Inc., indicating a parent-subisdiary or brand relationship."
318,U.S. Mills,U.S. Mills,GENERAL MILLS INC,0.5408705706389395,U.S. Mills | U.S. Mills,GENERAL MILLS INC,Yes,"U.S. Mills is a brand acquired by and operating under the umbrella of General Mills Inc., making them part of the same corporate structure."
319,Plum Organics,Campbell Soup,CAMPBELL SOUP CO,0.6469068116236862,Plum Organics | Campbell Soup,CAMPBELL SOUP CO,Yes,"Plum Organics is a brand owned by Campbell Soup Company, making them part of the same corporate structure."
320,Novartis Pharmaceuticals,Novartis,NOVARTIS AG,0.7575188382820743,Novartis Pharmaceuticals | Novartis,NOVARTIS AG,Yes,"Novartis Pharmaceuticals is a part of Novartis AG, as Novartis Pharmaceuticals refers to the pharmaceutical division within Novartis AG."
321,The Millstone Coffee Company,J.M. Smucker,SMUCKER (JM) CO,0.5867029551654965,The Millstone Coffee Company | J.M. Smucker,SMUCKER (JM) CO,Yes,"The Millstone Coffee Company is a brand owned by The J.M. Smucker Company, which is often referred to as JM Smucker Co."
322,National Cheese Company,National Cheese Company,LAND O'LAKES INC,0.4952730710185443,National Cheese Company | National Cheese Company,LAND O'LAKES INC,No,There is no publicly available information indicating that National Cheese Company is a part of or owned by LAND O'LAKES INC.
323,Mike's Hard Lemonade,Mike's Hard Lemonade,MOLSON COORS BEVERAGE CO,0.4140297497029198,Mike's Hard Lemonade | Mike's Hard Lemonade,MOLSON COORS BEVERAGE CO,Yes,Mike's Hard Lemonade is a brand owned by the Molson Coors Beverage Company.
324,Sigma Alimentos,Sigma Alimentos,SAPUTO INC,0.4745497728013204,Sigma Alimentos | Sigma Alimentos,SAPUTO INC,No,"Sigma Alimentos and Saputo Inc are separate companies in the food and dairy industries, with no parent–subsidiary or brand relationship between them."
325,Lab Series Research Center,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5562411394581857,Lab Series Research Center | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,Lab Series is a brand under The Estée Lauder Companies Inc.
326,Tyco Healthcare,Tyco Healthcare,CARDINAL HEALTH INC,0.5151014691518337,Tyco Healthcare | Tyco Healthcare,CARDINAL HEALTH INC,No,"Tyco Healthcare and CARDINAL HEALTH INC are separate entities. Tyco Healthcare was part of Tyco International and later rebranded as Covidien, which is now part of Medtronic. CARDINAL HEALTH INC is a different health services company."
327,Gap,Gap,GAP INC,0.7339626700331903,Gap | Gap,GAP INC,Yes,"Gap is a brand owned by GAP INC, which is the parent company."
328,Kemps,Kemps,CAMPBELL SOUP CO,0.4059981300023211,Kemps | Kemps,CAMPBELL SOUP CO,No,"Kemps is a dairy company known for its ice cream and milk products, while Campbell Soup Company is a separate entity focused on soups and related food products. There is no parent-subsidiary or brand relationship between them."
329,Blue Sky Natural Beverage Company,The Coca-Cola Company,COCA-COLA CO,0.5638238058475245,Blue Sky Natural Beverage Company | The Coca-Cola Company,COCA-COLA CO,Yes,"The Coca-Cola Company is the full name of COCA-COLA CO, and it owns the Blue Sky Natural Beverage Company as one of its brands or subsidiaries."
330,Becca,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5071594703295019,Becca | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Becca is a brand owned by Estee Lauder Companies Inc., indicating a parent-subsidiary relationship."
331,Cervezas Mexicanas,Cervezas Mexicanas,COCA-COLA FEMSA SAB DE CV,0.4646713581474924,Cervezas Mexicanas | Cervezas Mexicanas,COCA-COLA FEMSA SAB DE CV,No,Cervezas Mexicanas and COCA-COLA FEMSA SAB DE CV are not the same company and there is no well-known parent-subsidiary relationship between them.
332,MC Retail Foods,MC Retail Foods,MCDONALD'S CORP,0.5133194104460961,MC Retail Foods | MC Retail Foods,MCDONALD'S CORP,Yes,"MC Retail Foods is a business segment or subsidiary under McDonald's Corp, dealing with its retail food operations."
333,Moark,Moark,LAND O'LAKES INC,0.4724095527722136,Moark | Moark,LAND O'LAKES INC,Yes,"Moark is a brand that was once operated under the umbrella of Land O'Lakes, Inc., which is an agribusiness and food company."
334,Seven Seas,Merck,MERCK & CO,0.5896253338065194,Seven Seas | Merck,MERCK & CO,No,"Even though the first entity suggests a relation with Merck, Seven Seas is a brand that was once owned by Merck KGaA. However, Merck & Co is a separate company with no ownership over Seven Seas."
335,Black Box Wines,Constellation Brands,CONSTELLATION BRANDS,0.676384673146228,Black Box Wines | Constellation Brands,CONSTELLATION BRANDS,Yes,"Constellation Brands is the parent company of Black Box Wines, making them associated through a parent-subsidiary relationship."
336,Tyson Fresh Meats,Tyson Foods,TYSON FOODS INC  -CL A,0.6594647296925845,Tyson Fresh Meats | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"Tyson Fresh Meats is a subsidiary or brand under Tyson Foods, and Tyson Foods Inc - CL A refers to a class of stock for the overall Tyson Foods company, which owns Tyson Fresh Meats."
337,Viewpoint International,Viewpoint International,BAY VIEW CAPITAL CORP,0.4016849072017158,Viewpoint International | Viewpoint International,BAY VIEW CAPITAL CORP,No,Viewpoint International and Bay View Capital Corp are distinct entities with no publicly known parent-subsidiary relationship or brand connection.
338,Petri Baking Products,ConAgra Foods,CONAGRA BRANDS INC,0.5306930354113237,Petri Baking Products | ConAgra Foods,CONAGRA BRANDS INC,Yes,"ConAgra Brands Inc. is the parent company that owns various food brands, including ConAgra Foods and subsidiaries like Petri Baking Products, which are part of its portfolio."
339,Ralph Lauren,L'Oral,RALPH LAUREN CORP,0.649798893495926,Ralph Lauren | L'Oral,RALPH LAUREN CORP,Yes,"Ralph Lauren (Entity 1) refers to a brand owned by Ralph Lauren Corp (Entity 2), so they are part of the same corporate structure."
340,Campbell's Soups,Campbell Soup,CAMPBELL SOUP CO,0.7710858563810438,Campbell's Soups | Campbell Soup,CAMPBELL SOUP CO,Yes,"Campbell's Soups is a brand under Campbell Soup Company, which is often referred to simply as Campbell Soup. They are part of the same corporate entity."
341,Metro Brands,Metro,METRO INC,0.639395965325815,Metro Brands | Metro,METRO INC,No,"Metro Brands is an Indian footwear retailer, while METRO INC is a Canadian food retailer. They operate in different industries and regions, and are not related."
342,The Coca-Cola Company,The Coca-Cola Company,COCA-COLA CO,0.6927317540306063,The Coca-Cola Company | The Coca-Cola Company,COCA-COLA CO,Yes,"COCA-COLA CO is a common abbreviation of The Coca-Cola Company, referring to the same corporate entity."
343,Saputo,Saputo Group,SAPUTO INC,0.7692618988298957,Saputo | Saputo Group,SAPUTO INC,Yes,"Saputo Group and SAPUTO INC refer to the same company, with Saputo Inc. being the formal name of the entity."
344,Dollar Tree,Dollar Tree,DOLLAR TREE INC,0.7693510093433827,Dollar Tree | Dollar Tree,DOLLAR TREE INC,Yes,"Dollar Tree is the common trading name, while Dollar Tree Inc. is the formal legal name of the company. They refer to the same entity."
345,Stagg Foods,Stagg Foods,HORMEL FOODS CORP,0.437008207021165,Stagg Foods | Stagg Foods,HORMEL FOODS CORP,Yes,Stagg Foods is a brand owned by Hormel Foods Corporation.
346,Banana Republic,Gap,GAP INC,0.6076951742711169,Banana Republic | Gap,GAP INC,Yes,"Banana Republic and Gap are brands owned by GAP INC, establishing a parent-subsidiary relationship."
347,Pet Brands,Pet Brands,NEWELL BRANDS INC,0.4396560125713377,Pet Brands | Pet Brands,NEWELL BRANDS INC,No,Pet Brands is not listed as a subsidiary or brand owned by Newell Brands Inc.
348,Golden Grain Foods,Golden Grain Foods,GENERAL MILLS INC,0.4920452614132493,Golden Grain Foods | Golden Grain Foods,GENERAL MILLS INC,Yes,Golden Grain Foods is a subsidiary of General Mills Inc.
349,Kinh Do,Mondelez International,MONDELEZ INTERNATIONAL INC,0.6623250876918473,Kinh Do | Mondelez International,MONDELEZ INTERNATIONAL INC,Yes,"Mondelez International, Inc. is the parent company, and Kinh Do is a brand that Mondelez acquired, hence they are part of the same corporate structure."
350,Cte d'Or,Mondelez International,MONDELEZ INTERNATIONAL INC,0.6898436176020541,Cte d'Or | Mondelez International,MONDELEZ INTERNATIONAL INC,Yes,"Mondelez International Inc. is the parent company of multiple snack brands, including Cote d'Or, which is one of their chocolate brands."
351,Nathanson Creek Cellars,Constellation Brands,CONSTELLATION BRANDS,0.6503006873061038,Nathanson Creek Cellars | Constellation Brands,CONSTELLATION BRANDS,Yes,"Constellation Brands is the parent company, and Nathanson Creek Cellars is a subsidiary or a brand under Constellation Brands."
352,Growers Cider,Constellation Brands,CONSTELLATION BRANDS,0.6845018042646637,Growers Cider | Constellation Brands,CONSTELLATION BRANDS,Yes,"Growers Cider is a brand owned by Constellation Brands, making them related through brand ownership."
353,Campbell Grocery Products,Campbell Soup,CAMPBELL SOUP CO,0.7439239535042151,Campbell Grocery Products | Campbell Soup,CAMPBELL SOUP CO,Yes,"Campbell Grocery Products is a business segment or subsidiary under the Campbell Soup Company umbrella, indicating a parent-subsidiary relationship."
354,Quickie,Newell Brands,NEWELL BRANDS INC,0.7092378083156048,Quickie | Newell Brands,NEWELL BRANDS INC,Yes,"Quickie is a brand under Newell Brands, and NEWELL BRANDS INC is the corporate name of Newell Brands, indicating they are part of the same corporate structure."
355,ITW Space Bag,ITW Space Bag,SEALED AIR CORP,0.3798113704165952,ITW Space Bag | ITW Space Bag,SEALED AIR CORP,No,"ITW Space Bag is owned by Illinois Tool Works Inc., while Sealed Air Corp is a separate company that owns different brands like Bubble Wrap."
356,Tom Ford Beauty,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5865471738820481,Tom Ford Beauty | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Tom Ford Beauty is a brand under Estee Lauder Companies Inc, indicating a parent-subsidiary relationship."
357,Robell Research,Robell Research,C H ROBINSON WORLDWIDE INC,0.3235131739034954,Robell Research | Robell Research,C H ROBINSON WORLDWIDE INC,No,Robell Research and C H Robinson Worldwide Inc are separate entities with no known parent-subsidiary or brand relationship.
